uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PB,PNEUMONIA,HOSPITAL,"80 - 89",F,623
PB,PNEUMONIA,HOSPITAL,"80 - 89",M,510
PB,PNEUMONIA,IGNORADO,"80 - 89",F,1
PB,PNEUMONIA,OUTRO,"80 - 89",F,10
PB,PNEUMONIA,OUTRO,"80 - 89",M,6
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,32
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,24
PB,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,3
PB,SEPTICEMIA,DOMICILIO,"80 - 89",F,48
PB,SEPTICEMIA,DOMICILIO,"80 - 89",M,40
PB,SEPTICEMIA,HOSPITAL,"80 - 89",F,458
PB,SEPTICEMIA,HOSPITAL,"80 - 89",M,299
PB,SEPTICEMIA,IGNORADO,"80 - 89",F,1
PB,SEPTICEMIA,IGNORADO,"80 - 89",M,1
PB,SEPTICEMIA,OUTRO,"80 - 89",F,6
PB,SEPTICEMIA,OUTRO,"80 - 89",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,37
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",I,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,16
PB,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,2
PB,SRAG,HOSPITAL,"80 - 89",F,4
PE,OUTRAS,DOMICILIO,"80 - 89",F,1129
PE,OUTRAS,DOMICILIO,"80 - 89",I,1
PE,OUTRAS,DOMICILIO,"80 - 89",M,1055
PE,OUTRAS,HOSPITAL,"80 - 89",F,1755
PE,OUTRAS,HOSPITAL,"80 - 89",M,1397
PE,OUTRAS,IGNORADO,"80 - 89",F,26
PE,OUTRAS,IGNORADO,"80 - 89",M,18
PE,OUTRAS,OUTRO,"80 - 89",F,34
PE,OUTRAS,OUTRO,"80 - 89",M,31
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,109
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,77
PE,OUTRAS,VIA_PUBLICA,"80 - 89",F,22
PE,OUTRAS,VIA_PUBLICA,"80 - 89",M,27
PE,INDETERMINADA,DOMICILIO,"80 - 89",F,15
PE,INDETERMINADA,DOMICILIO,"80 - 89",M,11
PE,INDETERMINADA,HOSPITAL,"80 - 89",F,3
PE,INDETERMINADA,HOSPITAL,"80 - 89",M,3
PE,INDETERMINADA,IGNORADO,"80 - 89",M,1
PE,INDETERMINADA,OUTRO,"80 - 89",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,220
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,148
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,418
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,283
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,7
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,5
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,17
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,27
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,4
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,2
PE,PNEUMONIA,DOMICILIO,"80 - 89",F,181
PE,PNEUMONIA,DOMICILIO,"80 - 89",M,186
PE,PNEUMONIA,HOSPITAL,"80 - 89",F,946
PE,PNEUMONIA,HOSPITAL,"80 - 89",M,832
PE,PNEUMONIA,IGNORADO,"80 - 89",F,9
PE,PNEUMONIA,IGNORADO,"80 - 89",M,8
PE,PNEUMONIA,OUTRO,"80 - 89",F,8
PE,PNEUMONIA,OUTRO,"80 - 89",M,6
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,41
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,30
PE,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
PE,SEPTICEMIA,DOMICILIO,"80 - 89",F,125
PE,SEPTICEMIA,DOMICILIO,"80 - 89",M,80
PE,SEPTICEMIA,HOSPITAL,"80 - 89",F,1756
PE,SEPTICEMIA,HOSPITAL,"80 - 89",M,1299
PE,SEPTICEMIA,IGNORADO,"80 - 89",F,12
PE,SEPTICEMIA,IGNORADO,"80 - 89",M,11
PE,SEPTICEMIA,OUTRO,"80 - 89",F,7
PE,SEPTICEMIA,OUTRO,"80 - 89",M,6
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,37
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,25
PE,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
PE,SRAG,HOSPITAL,"80 - 89",F,1
PE,SRAG,HOSPITAL,"80 - 89",M,3
PI,OUTRAS,AMBULANCIA,"80 - 89",M,1
PI,OUTRAS,DOMICILIO,"80 - 89",F,430
PI,OUTRAS,DOMICILIO,"80 - 89",M,430
PI,OUTRAS,HOSPITAL,"80 - 89",F,295
PI,OUTRAS,HOSPITAL,"80 - 89",M,307
PI,OUTRAS,IGNORADO,"80 - 89",F,2
PI,OUTRAS,OUTRO,"80 - 89",F,9
PI,OUTRAS,OUTRO,"80 - 89",M,12
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
PI,OUTRAS,VIA_PUBLICA,"80 - 89",F,6
PI,OUTRAS,VIA_PUBLICA,"80 - 89",M,5
PI,INDETERMINADA,DOMICILIO,"80 - 89",F,10
PI,INDETERMINADA,DOMICILIO,"80 - 89",M,7
PI,INDETERMINADA,HOSPITAL,"80 - 89",M,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,103
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,92
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,122
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,120
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,6
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
PI,PNEUMONIA,DOMICILIO,"80 - 89",F,47
PI,PNEUMONIA,DOMICILIO,"80 - 89",M,58
PI,PNEUMONIA,HOSPITAL,"80 - 89",F,331
PI,PNEUMONIA,HOSPITAL,"80 - 89",M,314
PI,PNEUMONIA,OUTRO,"80 - 89",F,5
PI,PNEUMONIA,OUTRO,"80 - 89",M,2
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PI,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
PI,SEPTICEMIA,AMBULANCIA,"80 - 89",M,1
PI,SEPTICEMIA,DOMICILIO,"80 - 89",F,13
PI,SEPTICEMIA,DOMICILIO,"80 - 89",M,13
PI,SEPTICEMIA,HOSPITAL,"80 - 89",F,143
PI,SEPTICEMIA,HOSPITAL,"80 - 89",M,129
PI,SEPTICEMIA,OUTRO,"80 - 89",F,1
PI,SEPTICEMIA,OUTRO,"80 - 89",M,1
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PI,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
PI,SRAG,DOMICILIO,"80 - 89",F,4
PI,SRAG,DOMICILIO,"80 - 89",M,1
PI,SRAG,HOSPITAL,"80 - 89",M,2
PR,OUTRAS,AMBULANCIA,"80 - 89",F,1
PR,OUTRAS,AMBULANCIA,"80 - 89",M,1
PR,OUTRAS,DOMICILIO,"80 - 89",F,1338
PR,OUTRAS,DOMICILIO,"80 - 89",I,1
PR,OUTRAS,DOMICILIO,"80 - 89",M,1401
PR,OUTRAS,HOSPITAL,"80 - 89",F,2228
PR,OUTRAS,HOSPITAL,"80 - 89",M,2103
PR,OUTRAS,IGNORADO,"80 - 89",F,4
PR,OUTRAS,IGNORADO,"80 - 89",M,7
PR,OUTRAS,OUTRO,"80 - 89",F,104
PR,OUTRAS,OUTRO,"80 - 89",M,98
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,127
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,128
PR,OUTRAS,POSTO_SAUDE,"80 - 89",M,4
PR,OUTRAS,VIA_PUBLICA,"80 - 89",F,19
PR,OUTRAS,VIA_PUBLICA,"80 - 89",M,21
PR,INDETERMINADA,DOMICILIO,"80 - 89",F,36
PR,INDETERMINADA,DOMICILIO,"80 - 89",M,29
PR,INDETERMINADA,HOSPITAL,"80 - 89",F,3
PR,INDETERMINADA,HOSPITAL,"80 - 89",M,3
PR,INDETERMINADA,OUTRO,"80 - 89",F,2
PR,INDETERMINADA,OUTRO,"80 - 89",M,4
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PR,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,115
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,130
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,491
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,444
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,6
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,8
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,21
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,19
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
PR,PNEUMONIA,DOMICILIO,"80 - 89",F,98
PR,PNEUMONIA,DOMICILIO,"80 - 89",M,104
PR,PNEUMONIA,HOSPITAL,"80 - 89",F,1740
PR,PNEUMONIA,HOSPITAL,"80 - 89",M,1712
PR,PNEUMONIA,IGNORADO,"80 - 89",F,1
PR,PNEUMONIA,OUTRO,"80 - 89",F,18
PR,PNEUMONIA,OUTRO,"80 - 89",M,19
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,55
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,52
PR,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,1
PR,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
PR,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,5
PR,SEPTICEMIA,DOMICILIO,"80 - 89",F,26
PR,SEPTICEMIA,DOMICILIO,"80 - 89",M,27
PR,SEPTICEMIA,HOSPITAL,"80 - 89",F,1104
PR,SEPTICEMIA,HOSPITAL,"80 - 89",M,952
PR,SEPTICEMIA,OUTRO,"80 - 89",F,11
PR,SEPTICEMIA,OUTRO,"80 - 89",M,15
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,29
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,31
PR,SRAG,DOMICILIO,"80 - 89",F,2
PR,SRAG,HOSPITAL,"80 - 89",F,9
PR,SRAG,HOSPITAL,"80 - 89",M,3
RJ,OUTRAS,DOMICILIO,"80 - 89",F,2036
RJ,OUTRAS,DOMICILIO,"80 - 89",M,1684
RJ,OUTRAS,HOSPITAL,"80 - 89",F,4929
RJ,OUTRAS,HOSPITAL,"80 - 89",M,3787
RJ,OUTRAS,IGNORADO,"80 - 89",F,17
RJ,OUTRAS,IGNORADO,"80 - 89",M,22
RJ,OUTRAS,OUTRO,"80 - 89",F,149
RJ,OUTRAS,OUTRO,"80 - 89",M,96
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1240
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",I,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,940
RJ,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",F,8
RJ,OUTRAS,VIA_PUBLICA,"80 - 89",M,14
RJ,INDETERMINADA,DOMICILIO,"80 - 89",F,10
RJ,INDETERMINADA,DOMICILIO,"80 - 89",M,14
RJ,INDETERMINADA,HOSPITAL,"80 - 89",F,17
RJ,INDETERMINADA,HOSPITAL,"80 - 89",M,13
RJ,INDETERMINADA,OUTRO,"80 - 89",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,16
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,7
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,149
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,132
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,844
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,642
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,14
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,10
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,181
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,132
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
RJ,PNEUMONIA,DOMICILIO,"80 - 89",F,128
RJ,PNEUMONIA,DOMICILIO,"80 - 89",M,109
RJ,PNEUMONIA,HOSPITAL,"80 - 89",F,3433
RJ,PNEUMONIA,HOSPITAL,"80 - 89",M,2736
RJ,PNEUMONIA,IGNORADO,"80 - 89",F,7
RJ,PNEUMONIA,IGNORADO,"80 - 89",M,3
RJ,PNEUMONIA,OUTRO,"80 - 89",F,16
RJ,PNEUMONIA,OUTRO,"80 - 89",M,7
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,474
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,356
RJ,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",F,41
RJ,SEPTICEMIA,DOMICILIO,"80 - 89",M,35
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",F,3188
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
RJ,SEPTICEMIA,HOSPITAL,"80 - 89",M,2182
RJ,SEPTICEMIA,IGNORADO,"80 - 89",F,6
RJ,SEPTICEMIA,OUTRO,"80 - 89",F,12
RJ,SEPTICEMIA,OUTRO,"80 - 89",M,8
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,403
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,253
RJ,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
RJ,SRAG,HOSPITAL,"80 - 89",F,9
RJ,SRAG,HOSPITAL,"80 - 89",M,9
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RN,OUTRAS,AMBULANCIA,"80 - 89",F,1
RN,OUTRAS,DOMICILIO,"80 - 89",F,293
RN,OUTRAS,DOMICILIO,"80 - 89",M,307
RN,OUTRAS,HOSPITAL,"80 - 89",F,433
RN,OUTRAS,HOSPITAL,"80 - 89",M,417
RN,OUTRAS,IGNORADO,"80 - 89",F,6
RN,OUTRAS,IGNORADO,"80 - 89",M,4
RN,OUTRAS,OUTRO,"80 - 89",F,15
RN,OUTRAS,OUTRO,"80 - 89",M,12
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,33
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,20
RN,OUTRAS,POSTO_SAUDE,"80 - 89",M,1
RN,OUTRAS,VIA_PUBLICA,"80 - 89",F,11
RN,OUTRAS,VIA_PUBLICA,"80 - 89",M,3
RN,INDETERMINADA,DOMICILIO,"80 - 89",F,2
RN,INDETERMINADA,DOMICILIO,"80 - 89",M,5
RN,INDETERMINADA,HOSPITAL,"80 - 89",M,1
RN,INDETERMINADA,OUTRO,"80 - 89",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,39
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,39
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,63
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,52
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,3
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
RN,PNEUMONIA,DOMICILIO,"80 - 89",F,86
RN,PNEUMONIA,DOMICILIO,"80 - 89",M,88
RN,PNEUMONIA,HOSPITAL,"80 - 89",F,384
RN,PNEUMONIA,HOSPITAL,"80 - 89",M,335
RN,PNEUMONIA,IGNORADO,"80 - 89",F,3
RN,PNEUMONIA,IGNORADO,"80 - 89",M,2
RN,PNEUMONIA,OUTRO,"80 - 89",F,5
RN,PNEUMONIA,OUTRO,"80 - 89",M,3
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,16
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,27
RN,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,3
RN,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,4
RN,SEPTICEMIA,DOMICILIO,"80 - 89",F,30
RN,SEPTICEMIA,DOMICILIO,"80 - 89",M,33
RN,SEPTICEMIA,HOSPITAL,"80 - 89",F,241
RN,SEPTICEMIA,HOSPITAL,"80 - 89",M,213
RN,SEPTICEMIA,OUTRO,"80 - 89",F,2
RN,SEPTICEMIA,OUTRO,"80 - 89",M,2
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,22
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,12
RN,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
RN,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
RN,SRAG,DOMICILIO,"80 - 89",F,1
RN,SRAG,HOSPITAL,"80 - 89",F,1
RO,OUTRAS,DOMICILIO,"80 - 89",F,94
RO,OUTRAS,DOMICILIO,"80 - 89",M,145
RO,OUTRAS,HOSPITAL,"80 - 89",F,212
RO,OUTRAS,HOSPITAL,"80 - 89",M,248
RO,OUTRAS,OUTRO,"80 - 89",F,11
RO,OUTRAS,OUTRO,"80 - 89",M,5
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RO,OUTRAS,VIA_PUBLICA,"80 - 89",F,5
RO,OUTRAS,VIA_PUBLICA,"80 - 89",M,10
RO,INDETERMINADA,DOMICILIO,"80 - 89",F,3
RO,INDETERMINADA,DOMICILIO,"80 - 89",M,1
RO,INDETERMINADA,HOSPITAL,"80 - 89",F,3
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,17
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,14
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,48
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,56
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,4
RO,PNEUMONIA,DOMICILIO,"80 - 89",F,3
RO,PNEUMONIA,DOMICILIO,"80 - 89",M,13
RO,PNEUMONIA,HOSPITAL,"80 - 89",F,143
RO,PNEUMONIA,HOSPITAL,"80 - 89",M,171
RO,PNEUMONIA,OUTRO,"80 - 89",F,2
RO,PNEUMONIA,OUTRO,"80 - 89",M,2
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
RO,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,2
RO,SEPTICEMIA,DOMICILIO,"80 - 89",F,2
RO,SEPTICEMIA,DOMICILIO,"80 - 89",M,5
RO,SEPTICEMIA,HOSPITAL,"80 - 89",F,73
RO,SEPTICEMIA,HOSPITAL,"80 - 89",M,94
RO,SEPTICEMIA,OUTRO,"80 - 89",F,1
RO,SEPTICEMIA,OUTRO,"80 - 89",M,1
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RO,SRAG,HOSPITAL,"80 - 89",F,1
RR,OUTRAS,DOMICILIO,"80 - 89",F,14
RR,OUTRAS,DOMICILIO,"80 - 89",M,19
RR,OUTRAS,HOSPITAL,"80 - 89",F,43
RR,OUTRAS,HOSPITAL,"80 - 89",M,52
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
RR,OUTRAS,VIA_PUBLICA,"80 - 89",M,2
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,3
RR,PNEUMONIA,DOMICILIO,"80 - 89",F,3
RR,PNEUMONIA,DOMICILIO,"80 - 89",M,3
RR,PNEUMONIA,HOSPITAL,"80 - 89",F,41
RR,PNEUMONIA,HOSPITAL,"80 - 89",M,48
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
RR,SEPTICEMIA,DOMICILIO,"80 - 89",M,1
RR,SEPTICEMIA,HOSPITAL,"80 - 89",F,17
RR,SEPTICEMIA,HOSPITAL,"80 - 89",M,21
RR,SRAG,HOSPITAL,"80 - 89",M,1
RS,OUTRAS,DOMICILIO,"80 - 89",F,1713
RS,OUTRAS,DOMICILIO,"80 - 89",M,1374
RS,OUTRAS,HOSPITAL,"80 - 89",F,3709
RS,OUTRAS,HOSPITAL,"80 - 89",I,2
RS,OUTRAS,HOSPITAL,"80 - 89",M,3044
RS,OUTRAS,IGNORADO,"80 - 89",F,166
RS,OUTRAS,IGNORADO,"80 - 89",M,128
RS,OUTRAS,OUTRO,"80 - 89",F,145
RS,OUTRAS,OUTRO,"80 - 89",M,107
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,377
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,203
RS,OUTRAS,VIA_PUBLICA,"80 - 89",F,24
RS,OUTRAS,VIA_PUBLICA,"80 - 89",M,29
RS,INDETERMINADA,DOMICILIO,"80 - 89",F,49
RS,INDETERMINADA,DOMICILIO,"80 - 89",M,41
RS,INDETERMINADA,HOSPITAL,"80 - 89",F,15
RS,INDETERMINADA,HOSPITAL,"80 - 89",M,13
RS,INDETERMINADA,IGNORADO,"80 - 89",M,1
RS,INDETERMINADA,OUTRO,"80 - 89",F,1
RS,INDETERMINADA,OUTRO,"80 - 89",M,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
RS,INDETERMINADA,VIA_PUBLICA,"80 - 89",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,134
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,102
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,804
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,648
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,27
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,17
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,14
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,9
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,46
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,28
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,3
RS,PNEUMONIA,DOMICILIO,"80 - 89",F,80
RS,PNEUMONIA,DOMICILIO,"80 - 89",M,69
RS,PNEUMONIA,HOSPITAL,"80 - 89",F,2330
RS,PNEUMONIA,HOSPITAL,"80 - 89",I,3
RS,PNEUMONIA,HOSPITAL,"80 - 89",M,2106
RS,PNEUMONIA,IGNORADO,"80 - 89",F,80
RS,PNEUMONIA,IGNORADO,"80 - 89",M,64
RS,PNEUMONIA,OUTRO,"80 - 89",F,21
RS,PNEUMONIA,OUTRO,"80 - 89",M,15
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,88
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,85
RS,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
RS,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,4
RS,SEPTICEMIA,DOMICILIO,"80 - 89",F,26
RS,SEPTICEMIA,DOMICILIO,"80 - 89",M,22
RS,SEPTICEMIA,HOSPITAL,"80 - 89",F,1713
RS,SEPTICEMIA,HOSPITAL,"80 - 89",I,3
RS,SEPTICEMIA,HOSPITAL,"80 - 89",M,1151
RS,SEPTICEMIA,IGNORADO,"80 - 89",F,55
RS,SEPTICEMIA,IGNORADO,"80 - 89",M,21
RS,SEPTICEMIA,OUTRO,"80 - 89",F,14
RS,SEPTICEMIA,OUTRO,"80 - 89",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,64
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,37
RS,SRAG,DOMICILIO,"80 - 89",F,1
RS,SRAG,HOSPITAL,"80 - 89",F,6
